campus,category,class_modality_categories,class_participation_contrib_prcnt,classroom,course_title,credits,eligible_year,exam_contrib_prcnt,instructor,level,main_language,others_contrib_prcnt,papers_contrib_prcnt,school,term_day_period,types_of_lesson,url,year
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D A4,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324A420259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D A1,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324A120259S050003249S&pLng=en,2025
Nishi-Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C L1,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323L120259S050003239S&pLng=en,2025
Nishi-Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C K9,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323K920259S050003239S&pLng=en,2025
Nishi-Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C K8,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323K820259S050003239S&pLng=en,2025
Nishi-Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C K5,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323K520259S050003239S&pLng=en,2025
Nishi-Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C K7,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323K720259S050003239S&pLng=en,2025
Nishi-Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C K6,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323K620259S050003239S&pLng=en,2025
Nishi-Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C K4,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323K420259S050003239S&pLng=en,2025
Nishi-Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C K3,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323K320259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C K2,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323K220259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C J9,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323J920259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C J7,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323J720259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C J6,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323J620259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C J4,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323J420259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C J8,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323J820259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C K1,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323K120259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C J3,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323J320259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C J5,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323J520259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C I8,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323I820259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C J1,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323J120259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C I9,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323I920259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C J2,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323J220259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C I7,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323I720259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C I6,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323I620259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C I4,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323I420259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C I5,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323I520259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C I3,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323I320259S050003239S&pLng=en,2025
Tokorozawa,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C I2,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323I220259S050003239S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C H5,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323H520259S050003239S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) C H9,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Sat', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Sat', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000323H920259S050003239S&pLng=en,2025
